param n := 442;
param deposito := 442;
param numero_clusters := 89;
param factor := 1;

set Np[1]:= 373 374 375  ;
1	241	1843.91
1	242	1868.15
1	243	1897.37
1	244	1931.32
1	245	1969.77
1	246	2012.46
1	247	2059.13
1	248	2109.5
1	249	2163.33
1	250	2220.36
1	251	2280.35
1	252	2343.07
1	253	2408.32
1	254	2475.88
1	255	2545.58
1	256	2617.25
1	257	2690.72
1	258	2765.86
1	259	2842.53
1	260	2920.62
1	261	3000.0
1	262	3080.58
1	263	3162.28
1	264	3245.0
1	265	3584.69
1	266	1902.63
1	267	1910.5
1	268	3383.78
1	269	2002.5
1	270	2001.19
1	271	2009.98
1	272	3440.93
1	273	2102.38
1	274	2109.5
1	275	3661.97
1	276	2202.27
1	277	2209.07
1	278	2780.29
1	279	2302.17
1	280	2334.52
1	281	2400.0
1	282	2402.08
1	283	2433.11
1	284	2451.53
1	285	2473.86
1	286	2500.0
1	287	2529.82
1	288	2563.2
1	289	2600.0
1	290	2640.08
1	291	2683.28
1	292	2729.47
1	293	2778.49
1	294	2830.19
1	295	2884.44
1	296	2941.09
1	297	3000.0
1	298	3061.05
1	299	3124.1
1	300	3189.04
1	301	3255.76
1	302	3324.15
1	303	3394.11
1	304	3465.54
1	305	3538.36
1	306	3612.48
1	307	3841.87
1	308	2517.94
1	309	2531.8
1	310	2549.51
1	311	2570.99
1	312	2596.15
1	313	2624.88
1	314	2657.07
1	315	2692.58
1	316	2731.3
1	317	2773.08
1	318	2817.8
1	319	2865.31
1	320	2915.48
1	321	2968.16
1	322	3023.24
1	323	3080.58
1	324	3140.06
1	325	3264.97
1	326	3330.17
1	327	3397.06
1	328	3465.54
1	329	3535.53
1	330	3606.94
1	331	3679.67
1	332	3753.66
1	333	3828.84
1	334	3905.12
1	335	3982.46
1	336	4060.79
1	337	4140.05
1	338	4220.19
1	339	2647.64
1	340	2700.54
1	341	2700.0
1	342	2701.85
1	343	2879.24
1	344	3360.06
1	345	3748.33
1	346	2816.03
1	347	2828.43
1	348	2844.29
1	349	2863.56
1	350	2886.17
1	351	2912.04
1	352	2941.09
1	353	3008.32
1	354	3046.31
1	355	3087.07
1	356	3130.5
1	357	3176.48
1	358	3224.9
1	359	3275.67
1	360	3328.66
1	361	3383.78
1	362	3500.0
1	363	3560.9
1	364	3623.53
1	365	3687.82
1	366	3753.66
1	367	3820.99
1	368	3889.73
1	369	3959.8
1	370	4031.13
1	371	4103.66
1	372	4177.32
1	373	4252.06
1	374	4327.82
1	375	4404.54
1	376	3100.4
1	377	3150.4
1	378	2166.76
1	379	2962.24
1	380	3061.84
1	381	1959.72
1	382	2058.28
1	383	3277.03
1	384	3335.55
1	385	2219.23
1	386	660.98
1	387	715.89
1	388	1989.2
1	389	813.46
1	390	1968.48
1	391	2311.73
1	392	1070.05
1	393	1343.5
1	394	2115.49
1	395	2077.62
1	396	1202.08
1	397	1735.66
1	398	2085.69
1	399	1303.61
1	400	1353.7
1	401	1353.7
1	402	1981.16
1	403	1589.02
1	404	2723.69
1	405	1512.68
1	406	1514.0
1	407	1589.02
1	408	2698.24
1	409	2682.26
1	410	3333.62
1	411	3371.12
1	412	2818.45
1	413	2900.63
1	414	3457.77
1	415	2241.0
1	416	3314.36
1	417	2476.07
1	418	2491.61
1	419	3034.62
1	420	3453.26
1	421	2316.92
1	422	3152.27
1	423	3528.3
1	424	2367.72
1	425	2388.39
1	426	2271.26
1	427	4052.02
1	428	2552.82
1	429	3224.16
1	430	3203.51
1	431	3508.92
1	432	3965.48
1	433	2784.85
1	434	3063.49
1	435	3207.02
1	436	2818.23
1	437	3744.33
1	438	3472.3
1	439	1731.73
1	440	2370.36
1	441	557.31
1	442	447.21
2	1	100.0
2	3	100.0
2	4	200.0
2	5	300.0
2	6	400.0
2	7	500.0
2	8	600.0
2	9	700.0
2	10	800.0
2	11	900.0
2	12	1000.0
2	13	1100.0
2	14	1200.0
2	15	1300.0
2	16	1400.0
2	17	1500.0
2	18	1600.0
2	19	1700.0
2	20	1800.0
2	21	1900.0
2	22	2000.0
2	23	2100.0
2	24	2200.0
2	25	2300.0
2	26	2400.0
2	27	2500.0
2	28	2600.0
2	29	2700.0
2	30	2800.0
2	31	2900.0
2	32	3000.0
2	33	3100.0
2	34	141.42
2	35	100.0
2	36	141.42
2	37	223.61
2	38	316.23
2	39	412.31
2	40	509.9
2	41	608.28
2	42	707.11
2	43	806.23
2	44	905.54
2	45	1004.99
2	46	1104.54
2	47	1204.16
2	48	1303.84
2	49	1403.57
2	50	1503.33
2	51	1603.12
2	52	1702.94
2	53	1802.78
2	54	1902.63
2	55	2002.5
2	56	2102.38
2	57	2202.27
2	58	2302.17
2	59	2402.08
2	60	2502.0
2	61	2601.92
2	62	2701.85
2	63	2801.79
2	64	2901.72
2	65	3001.67
2	66	223.61
2	67	200.0
2	68	223.61
2	69	282.84
2	70	360.56
2	71	447.21
2	72	538.52
2	73	632.46
2	74	728.01
2	75	824.62
2	76	921.95
2	77	1019.8
2	78	1118.03
2	79	1216.55
2	80	1315.29
2	81	1414.21
2	82	1513.27
2	83	1612.45
2	84	1711.72
2	85	1811.08
2	86	1910.5
2	87	2009.98
2	88	2109.5
2	89	2209.07
2	90	2308.68
2	91	2408.32
2	92	2507.99
2	93	2607.68
2	94	2707.4
2	95	2807.13
2	96	2906.89
2	97	3006.66
2	98	3106.44
2	99	1044.03
2	100	1362.44
2	101	2617.25
2	102	412.31
2	103	538.52
2	104	509.9
2	105	1118.03
2	106	1208.3
2	107	1392.84
2	108	1676.31
2	109	1964.69
2	110	2256.1
2	111	2549.51
2	112	2844.29
2	113	3140.06
2	114	632.46
2	115	608.28
2	116	800.56
2	117	1166.19
2	118	1431.78
2	119	1708.8
2	120	1992.49
2	121	2184.03
2	122	2280.35
2	123	2570.99
2	124	2863.56
2	125	3157.53
2	126	728.01
2	127	707.11
2	128	1220.66
2	129	1476.48
2	130	1746.42
2	131	2024.85
2	132	2308.68
2	133	2596.15
2	134	2886.17
2	135	3178.05
2	136	824.62
2	137	806.23
2	138	1000.0
2	139	1280.62
2	140	1383.71
2	141	1526.43
2	142	1788.85
2	143	2061.55
2	144	2247.22
2	145	2340.94
2	146	2624.88
2	147	2912.04
2	148	3201.56
2	149	921.95
2	150	905.54
2	151	921.95
2	152	984.89
2	153	1345.36
2	154	1581.14
2	155	1835.76
2	156	2102.38
2	157	2376.97
2	158	2657.07
2	159	2941.09
2	160	3228.0
2	161	1019.8
2	162	1004.99
2	163	1414.21
2	164	1562.05
2	165	1640.12
2	166	1886.8
2	167	2147.09
2	168	2416.61
2	169	2692.58
2	170	2973.21
2	171	3257.3
2	172	1118.03
2	173	1104.54
2	174	1118.03
2	175	1267.64
2	176	1486.61
2	177	1702.94
2	178	1941.65
2	179	2024.85
2	180	2195.45
2	181	2459.67
2	182	2731.3
2	183	3008.32
2	184	3289.38
2	185	1216.55
2	186	1204.16
2	187	1274.72
2	188	1562.05
2	189	1769.18
2	190	1920.94
2	191	2000.0
2	192	2247.22
2	193	2332.38
2	194	2505.99
2	195	2611.97
2	196	2683.28
2	197	2773.08
2	198	3046.31
2	199	3324.15
2	200	1640.12
2	201	1838.48
2	202	1910.5
2	203	2061.55
2	204	2302.17
2	205	2555.39
2	206	2641.97
2	207	2694.36
2	208	2817.8
2	209	3087.07
2	210	3361.55
2	211	1523.15
2	212	1612.45
2	213	1720.47
2	214	1910.5
2	215	2126.03
2	216	2360.08
2	217	2607.68
2	218	2865.31
2	219	3130.5
2	220	3401.47
2	221	1655.29
2	222	1802.78
2	223	1984.94
2	224	2193.17
2	225	2420.74
2	226	3443.84
2	227	1612.45
2	228	1603.12
2	229	1758.66
2	230	1886.8
2	231	2061.55
2	232	2262.74
2	233	2483.95
2	234	1711.72
2	235	1702.94
2	236	3023.24
2	237	3465.6
2	238	1811.08
2	239	1804.69
2	240	1802.78
2	241	1824.83
2	242	1843.91
2	243	1868.15
2	244	1897.37
2	245	1931.32
2	246	1969.77
2	247	2012.46
2	248	2059.13
2	249	2109.5
2	250	2163.33
2	251	2220.36
2	252	2280.35
2	253	2343.07
2	254	2408.32
2	255	2475.88
2	256	2545.58
2	257	2617.25
2	258	2690.72
2	259	2765.86
2	260	2842.53
2	261	2920.62
2	262	3000.0
2	263	3080.58
2	264	3162.28
2	265	3498.57
2	266	1910.5
2	267	1902.63
2	268	3301.51
2	269	2009.98
2	270	2000.24
2	271	2002.5
2	272	3360.06
2	273	2109.5
2	274	2102.38
2	275	3580.5
2	276	2209.07
2	277	2202.27
2	278	2720.29
2	279	2308.68
2	280	2319.48
2	281	2402.08
2	282	2400.0
2	283	2418.68
2	284	2433.11
2	285	2451.53
2	286	2473.86
2	287	2500.0
2	288	2529.82
2	289	2563.2
2	290	2600.0
2	291	2640.08
2	292	2683.28
2	293	2729.47
2	294	2778.49
2	295	2830.19
2	296	2884.44
2	297	2941.09
2	298	3000.0
2	299	3061.05
2	300	3124.1
2	301	3189.04
2	302	3255.76
2	303	3324.15
2	304	3394.11
2	305	3465.54
2	306	3538.36
2	307	3764.31
2	308	2507.99
2	309	2517.94
2	310	2531.8
2	311	2549.51
2	312	2570.99
2	313	2596.15
2	314	2624.88
2	315	2657.07
2	316	2692.58
2	317	2731.3
2	318	2773.08
2	319	2817.8
2	320	2865.31
2	321	2915.48
2	322	2968.16
2	323	3023.24
2	324	3080.58
2	325	3201.56
2	326	3264.97
2	327	3330.17
2	328	3397.06
2	329	3465.54
2	330	3535.53
2	331	3606.94
2	332	3679.67
2	333	3753.66
2	334	3828.84
2	335	3905.12
2	336	3982.46
2	337	4060.79
2	338	4140.05
2	339	2630.59
2	340	2675.24
2	341	2701.85
2	342	2700.0
2	343	2846.05
2	344	3301.51
2	345	3679.67
2	346	2807.13
2	347	2816.03
2	348	2828.43
2	349	2844.29
2	350	2863.56
2	351	2886.17
2	352	2912.04
2	353	2973.21
2	354	3008.32
2	355	3046.31
2	356	3087.07
2	357	3130.5
2	358	3176.48
2	359	3224.9
2	360	3275.67
2	361	3328.66
2	362	3440.93
2	363	3500.0
2	364	3560.9
2	365	3623.53
2	366	3687.82
2	367	3753.66
2	368	3820.99
2	369	3889.73
2	370	3959.8
2	371	4031.13
2	372	4103.66
2	373	4177.32
2	374	4252.06
2	375	4327.82
2	376	3000.42
2	377	3050.41
2	378	2067.57
2	379	2862.67
2	380	2962.24
2	381	1861.32
2	382	1959.72
2	383	3177.88
2	384	3236.37
2	385	2122.5
2	386	650.31
2	387	680.07
2	388	1894.97
2	389	776.99
2	390	1876.41
2	391	2216.78
2	392	1012.42
2	393	1274.75
2	394	2027.14
2	395	1991.11
2	396	1176.86
2	397	1662.08
2	398	2003.02
2	399	1278.83
2	400	1364.73
2	401	1350.0
2	402	1909.19
2	403	1550.81
2	404	2640.55
2	405	1521.91
2	406	1510.03
2	407	1570.03
2	408	2618.11
2	409	2600.48
2	410	3246.07
2	411	3282.18
2	412	2737.45
2	413	2818.45
2	414	3369.89
2	415	2186.8
2	416	3231.87
2	417	2416.8
2	418	2428.6
2	419	2957.85
2	420	3371.2
2	421	2275.54
2	422	3076.17
2	423	3448.03
2	424	2331.54
2	425	2344.01
2	426	2259.78
2	427	3972.27
2	428	2550.08
2	429	3164.36
2	430	3148.41
2	431	3444.2
2	432	3891.66
2	433	2766.84
2	434	3020.76
2	435	3156.74
2	436	2718.9
2	437	3661.97
2	438	3393.66
2	439	1633.68
2	440	2359.36
2	441	550.09
2	442	538.52
3	1	200.0
3	2	100.0
3	4	100.0
3	5	200.0
3	6	300.0
3	7	400.0
3	8	500.0
3	9	600.0
3	10	700.0
3	11	800.0
3	12	900.0
3	13	1000.0
3	14	1100.0
3	15	1200.0
3	16	1300.0
3	17	1400.0
3	18	1500.0
3	19	1600.0
3	20	1700.0
3	21	1800.0
3	22	1900.0
3	23	2000.0
3	24	2100.0
3	25	2200.0
3	26	2300.0
3	27	2400.0
3	28	2500.0
3	29	2600.0
3	30	2700.0
3	31	2800.0
3	32	2900.0
3	33	3000.0
3	34	223.61
3	35	141.42
3	36	100.0
3	37	141.42
3	38	223.61
3	39	316.23
3	40	412.31
3	41	509.9
3	42	608.28
3	43	707.11
3	44	806.23
3	45	905.54
3	46	1004.99
3	47	1104.54
3	48	1204.16
3	49	1303.84
3	50	1403.57
3	51	1503.33
3	52	1603.12
3	53	1702.94
3	54	1802.78
3	55	1902.63
3	56	2002.5
3	57	2102.38
3	58	2202.27
3	59	2302.17
3	60	2402.08
3	61	2502.0
3	62	2601.92
3	63	2701.85
3	64	2801.79
3	65	2901.72
3	66	282.84
3	67	223.61
3	68	200.0
3	69	223.61
3	70	282.84
3	71	360.56
3	72	447.21
3	73	538.52
3	74	632.46
3	75	728.01
3	76	824.62
3	77	921.95
3	78	1019.8
3	79	1118.03
3	80	1216.55
3	81	1315.29
3	82	1414.21
3	83	1513.27
3	84	1612.45
3	85	1711.72
3	86	1811.08
3	87	1910.5
3	88	2009.98
3	89	2109.5
3	90	2209.07
3	91	2308.68
3	92	2408.32
3	93	2507.99
3	94	2607.68
3	95	2707.4
3	96	2807.13
3	97	2906.89
3	98	3006.66
3	99	948.68
3	100	1265.09
3	101	2517.94
3	102	447.21
3	103	583.1
3	104	500.0
3	105	1029.56
3	106	1118.03
3	107	1300.0
3	108	1581.14
3	109	1868.15
3	110	2158.7
3	111	2451.53
3	112	2745.91
3	113	3041.38
3	114	670.82
3	115	600.0
3	116	738.17
3	117	1081.67
3	118	1341.64
3	119	1615.55
3	120	1897.37
3	121	2088.06
3	122	2184.03
3	123	2473.86
3	124	2765.86
3	125	3059.41
3	126	761.58
3	127	700.0
3	128	1140.18
3	129	1389.24
3	130	1655.29
3	131	1931.32
3	132	2213.59
3	133	2500.0
3	134	2789.27
3	135	3080.58
3	136	854.4
3	137	800.0
3	138	943.4
3	139	1204.16
3	140	1303.4
3	141	1442.22
3	142	1700.0
3	143	1969.77
3	144	2154.07
3	145	2247.22
3	146	2529.82
3	147	2816.03
3	148	3104.83
3	149	948.68
3	150	900.0
3	151	905.54
3	152	948.68
3	153	1272.79
3	154	1500.0
3	155	1749.29
3	156	2012.46
3	157	2284.73
3	158	2563.2
3	159	2846.05
3	160	3132.09
3	161	1044.03
3	162	1000.0
3	163	1345.36
3	164	1486.61
3	165	1562.05
3	166	1802.78
3	167	2059.13
3	168	2325.94
3	169	2600.0
3	170	2879.24
3	171	3162.28
3	172	1140.18
3	173	1100.0
3	174	1104.54
3	175	1221.02
3	176	1421.27
3	177	1627.88
3	178	1860.11
3	179	1941.65
3	180	2109.5
3	181	2370.65
3	182	2640.08
3	183	2915.48
3	184	3195.31
3	185	1236.93
3	186	1200.0
3	187	1244.55
3	188	1500.0
3	189	1697.06
3	190	1843.91
3	191	1920.94
3	192	2163.33
3	193	2247.22
3	194	2418.68
3	195	2523.57
3	196	2594.22
3	197	2683.28
3	198	2954.66
3	199	3231.1
3	200	1581.14
3	201	1769.18
3	202	1838.48
3	203	1984.94
3	204	2220.36
3	205	2469.82
3	206	2555.39
3	207	2607.22
3	208	2729.47
3	209	2996.66
3	210	3269.56
3	211	1486.61
3	212	1565.25
3	213	1664.33
3	214	1843.91
3	215	2051.83
3	216	2280.35
3	217	2523.89
3	218	2778.49
3	219	3041.38
3	220	3310.59
3	221	1615.55
3	222	1749.29
3	223	1920.94
3	224	2121.32
3	225	2343.07
3	226	3354.1
3	227	1627.88
3	228	1600.0
3	229	1719.56
3	230	1835.76
3	231	2000.0
3	232	2193.17
3	233	2408.32
3	234	1726.27
3	235	1700.0
3	236	2941.09
3	237	3378.82
3	238	1824.83
3	239	1814.63
3	240	1800.0
3	241	1811.08
3	242	1824.83
3	243	1843.91
3	244	1868.15
3	245	1897.37
3	246	1931.32
3	247	1969.77
3	248	2012.46
3	249	2059.13
3	250	2109.5
3	251	2163.33
3	252	2220.36
3	253	2280.35
3	254	2343.07
3	255	2408.32
3	256	2475.88
3	257	2545.58
3	258	2617.25
3	259	2690.72
3	260	2765.86
3	261	2842.53
3	262	2920.62
3	263	3000.0
3	264	3080.58
3	265	3413.21
3	266	1923.54
3	267	1900.0
3	268	3220.25
3	269	2022.37
3	270	2004.29
3	271	2000.0
3	272	3280.24
3	273	2121.32
3	274	2100.0
3	275	3500.0
3	276	2220.36
3	277	2200.0
3	278	2662.71
3	279	2319.48
3	280	2308.68
3	281	2408.32
3	282	2402.08
3	283	2408.32
3	284	2418.68
3	285	2433.11
3	286	2451.53
3	287	2473.86
3	288	2500.0
3	289	2529.82
3	290	2563.2
3	291	2600.0
3	292	2640.08
3	293	2683.28
3	294	2729.47
3	295	2778.49
3	296	2830.19
3	297	2884.44
3	298	2941.09
3	299	3000.0
3	300	3061.05
3	301	3124.1
3	302	3189.04
3	303	3255.76
3	304	3324.15
3	305	3394.11
3	306	3465.54
3	307	3687.82
3	308	2502.0
3	309	2507.99
3	310	2517.94
3	311	2531.8
3	312	2549.51
3	313	2570.99
3	314	2596.15
3	315	2624.88
3	316	2657.07
3	317	2692.58
3	318	2731.3
3	319	2773.08
3	320	2817.8
3	321	2865.31
3	322	2915.48
3	323	2968.16
3	324	3023.24
3	325	3140.06
3	326	3201.56
3	327	3264.97
3	328	3330.17
3	329	3397.06
3	330	3465.54
3	331	3535.53
3	332	3606.94
3	333	3679.67
3	334	3753.66
3	335	3828.84
3	336	3905.12
3	337	3982.46
3	338	4060.79
3	339	2617.25
3	340	2653.47
3	341	2707.4
3	342	2701.85
3	343	2816.03
3	344	3245.0
3	345	3612.48
3	346	2801.79
3	347	2807.13
3	348	2816.03
3	349	2828.43
3	350	2844.29
3	351	2863.56
3	352	2886.17
3	353	2941.09
3	354	2973.21
3	355	3008.32
3	356	3046.31
3	357	3087.07
3	358	3130.5
3	359	3176.48
3	360	3224.9
3	361	3275.67
3	362	3383.78
3	363	3440.93
3	364	3500.0
3	365	3560.9
3	366	3623.53
3	367	3687.82
3	368	3753.66
3	369	3820.99
3	370	3889.73
3	371	3959.8
3	372	4031.13
3	373	4103.66
3	374	4177.32
3	375	4252.06
3	376	2900.43
3	377	2950.42
3	378	1968.47
3	379	2763.13
3	380	2862.67
3	381	1763.09
3	382	1861.32
3	383	3078.78
3	384	3137.24
3	385	2026.08
3	386	654.9
3	387	657.65
3	388	1801.36
3	389	752.14
3	390	1785.19
3	391	2122.29
3	392	961.77
3	393	1210.37
3	394	1939.92
3	395	1905.91
3	396	1159.74
3	397	1591.38
3	398	1922.0
3	399	1261.51
3	400	1382.93
3	401	1353.7
3	402	1839.84
3	403	1518.22
3	404	2558.61
3	405	1537.6
3	406	1512.68
3	407	1557.24
3	408	2539.39
3	409	2520.02
3	410	3159.27
3	411	3193.88
3	412	2657.75
3	413	2737.45
3	414	3282.7
3	415	2135.91
3	416	3150.4
3	417	2360.28
3	418	2368.14
3	419	2882.52
3	420	3290.14
3	421	2237.88
3	422	3001.47
3	423	3368.81
3	424	2299.15
3	425	2303.13
3	426	2252.69
3	427	3893.44
3	428	2551.25
3	429	3106.64
3	430	3095.56
3	431	3381.2
3	432	3819.03
3	433	2752.34
3	434	2980.77
3	435	3108.86
3	436	2619.62
3	437	3580.5
3	438	3316.16
3	439	1535.87
3	440	2352.57
3	441	560.89
3	442	632.46
4	1	300.0
4	2	200.0
4	3	100.0
4	5	100.0
4	6	200.0
4	7	300.0
4	8	400.0
4	9	500.0
4	10	600.0
4	11	700.0
4	12	800.0
4	13	900.0
4	14	1000.0
4	15	1100.0
4	16	1200.0
4	17	1300.0
4	18	1400.0
4	19	1500.0
4	20	1600.0
4	21	1700.0
4	22	1800.0
4	23	1900.0
4	24	2000.0
