set Np[87]:= 41 153 159 253 420  ;
set Np[88]:= 73 390 503  ;
set Np[89]:= 194 197 288 291  ;
set Np[90]:= 392  ;
set Np[91]:= 213 502  ;
set Np[92]:= 38 44 109 134 137 255 299 376 433  ;
set Np[93]:= 47 55 70 81 99 112 113 114 129 160 170 203 207 234 259 262 293 324 327 343 354 369 375 377 385 388 400 414 431 474 481 495 505 511 531  ;
set Np[94]:= 161  ;
set Np[95]:= 60  ;
set Np[96]:= 30 50 51 88 95 115 118 136 147 185 189 191 193 301 340 397 412 413 416 445 449 450 454 455 461 470 479 501 529 530  ;
set Np[97]:= 347 436  ;
set Np[98]:= 4 8 130 267 281 285  ;
set Np[99]:= 43 97 149 178 224 225 235 268 357 381 382 386 513  ;
set Np[100]:= 434 524  ;
set Np[101]:= 32 206 216 263 352 459  ;
set Np[102]:= 246  ;
set Np[103]:= 310 394 399 446 447  ;
set Np[104]:= 233 307  ;
set Np[105]:= 218 440  ;
set Np[106]:= 150  ;
set Np[107]:= 42  ;


param c:=
1	2	20.67
1	3	41.13
1	4	33.23
1	5	113.88
1	6	22.76
1	7	108.8
1	8	32.04
1	9	22.31
1	10	41.7
1	11	44.54
1	12	148.89
1	13	17.95
1	14	20.32
1	15	11.79
1	16	3.95
1	17	11.08
1	18	5.16
1	19	182.44
1	20	8.01
1	21	4.36
1	22	29.65
1	23	108.92
1	24	28.53
1	25	15.98
1	26	159.0
1	27	25.11
1	28	14.97
1	29	71.64
1	30	8.95
1	31	28.42
1	32	25.01
1	33	37.67
1	34	89.43
1	35	28.12
1	36	15.98
1	37	91.85
1	38	81.19
1	39	48.36
1	40	22.99
1	41	44.12
1	42	42.69
1	43	83.93
1	44	86.04
1	45	79.63
1	46	45.79
1	47	7.18
1	48	72.04
1	49	80.06
1	50	10.81
1	51	15.01
1	52	38.26
1	53	13.42
1	54	16.81
1	55	16.63
1	56	56.12
1	57	27.96
1	58	22.5
1	59	108.71
1	60	34.02
1	61	70.79
1	62	23.8
1	63	76.41
1	64	36.8
1	65	9.08
1	66	93.99
1	67	18.14
1	68	6.11
1	69	116.21
1	70	11.12
1	71	33.36
1	72	45.23
1	73	95.66
1	74	28.67
1	75	19.02
1	76	8.66
1	77	73.89
1	78	58.54
1	79	49.62
1	80	158.9
1	81	11.26
1	82	87.66
1	83	16.63
1	84	67.33
1	85	31.4
1	86	78.7
1	87	16.57
1	88	10.09
1	89	10.06
1	90	17.79
1	91	14.41
1	92	75.73
1	93	10.86
1	94	14.47
1	95	15.88
1	96	96.79
1	97	86.08
1	98	20.15
1	99	13.88
1	100	41.36
1	101	3.08
1	102	24.6
1	103	106.51
1	104	15.22
1	105	50.31
1	106	67.74
1	107	17.29
1	108	158.74
1	109	78.55
1	110	82.0
1	111	18.21
1	112	13.54
1	113	6.9
1	114	11.76
1	115	12.4
1	116	14.04
1	117	95.17
1	118	6.97
1	119	34.24
1	120	89.13
1	121	90.09
1	122	5.9
1	123	152.22
1	124	77.8
1	125	90.6
1	126	15.2
1	127	11.58
1	128	22.19
1	129	11.76
1	130	30.73
1	131	19.51
1	132	70.91
1	133	7.59
1	134	86.85
1	135	152.18
1	136	9.88
1	137	79.87
1	138	91.73
1	139	91.73
1	140	18.17
1	141	88.83
1	142	83.76
1	143	41.45
1	144	104.08
1	145	29.0
1	146	53.4
1	147	12.17
1	148	69.99
1	149	84.53
1	150	70.06
1	151	112.06
1	152	103.81
1	153	43.84
1	154	10.95
1	155	4.21
1	156	33.17
1	157	32.54
1	158	28.66
1	159	45.29
1	160	14.72
1	161	116.62
1	162	15.76
1	163	132.33
1	164	90.99
1	165	90.88
1	166	21.62
1	167	14.72
1	168	49.04
1	169	44.08
1	170	9.43
1	171	21.88
1	172	14.95
1	173	113.76
1	174	18.21
1	175	11.79
1	176	25.76
1	177	75.0
1	178	81.68
1	179	17.61
1	180	96.79
1	181	157.51
1	182	15.08
1	183	51.78
1	184	23.23
1	185	6.83
1	186	71.98
1	187	38.42
1	188	41.45
1	189	7.89
1	190	34.86
1	191	9.17
1	192	13.56
1	193	8.88
1	194	60.93
1	195	22.56
1	196	18.82
1	197	59.95
1	198	20.76
1	199	23.9
1	200	12.2
1	201	77.74
1	202	22.37
1	203	9.03
1	204	44.9
1	205	7.83
1	206	23.48
1	207	7.13
1	208	10.98
1	209	13.07
1	210	16.46
1	211	100.29
1	212	9.75
1	213	95.19
1	214	15.91
1	215	17.08
1	216	29.22
1	217	17.67
1	218	113.19
1	219	107.58
1	220	5.28
1	221	131.98
1	222	165.75
1	223	103.0
1	224	84.79
1	225	86.31
1	226	6.59
1	227	105.32
1	228	26.83
1	229	87.47
1	230	93.71
1	231	21.4
1	232	19.68
1	233	35.09
1	234	15.88
1	235	81.04
1	236	43.6
1	237	107.79
1	238	65.89
1	239	49.11
1	240	81.41
1	241	24.47
1	242	61.67
1	243	40.32
1	244	44.27
1	245	113.56
1	246	60.79
1	247	153.97
1	248	86.08
1	249	18.09
1	250	32.61
1	251	78.26
1	252	99.61
1	253	40.76
1	254	45.35
1	255	78.55
1	256	122.58
1	257	125.76
1	258	19.21
1	259	13.17
1	260	36.26
1	261	25.96
1	262	10.0
1	263	32.3
1	264	9.71
1	265	15.5
1	266	15.48
1	267	31.04
1	268	81.11
1	269	125.76
1	270	14.07
1	271	16.46
1	272	16.7
1	273	14.54
1	274	97.48
1	275	8.94
1	276	16.69
1	277	11.79
1	278	5.02
1	279	13.4
1	280	16.7
1	281	30.44
1	282	24.41
1	283	92.21
1	284	19.49
1	285	31.04
1	286	16.9
1	287	66.83
1	288	55.71
1	289	111.28
1	290	12.95
1	291	56.9
1	292	27.29
1	293	9.42
1	294	76.32
1	295	11.48
1	296	12.64
1	297	19.3
1	298	78.21
1	299	83.15
1	300	51.54
1	301	12.58
1	302	101.97
1	303	89.07
1	304	52.35
1	305	7.83
1	306	155.72
1	307	34.17
1	308	155.68
1	309	107.91
1	310	96.73
1	311	51.09
1	312	88.35
1	313	98.2
1	314	8.94
1	315	3.14
1	316	101.88
1	317	6.87
1	318	73.36
1	319	10.96
1	320	19.69
1	321	19.85
1	322	115.67
1	323	35.36
1	324	7.9
1	325	66.83
1	326	125.98
1	327	7.17
1	328	75.58
1	329	16.0
1	330	100.94
1	331	26.15
1	332	14.2
1	333	97.89
1	334	67.12
1	335	12.24
1	336	95.25
1	337	8.94
1	338	12.64
1	339	178.14
1	340	7.82
1	341	85.54
1	342	47.59
1	343	6.92
1	344	20.56
1	345	9.18
1	346	25.55
1	347	122.13
1	348	28.71
1	349	23.82
1	350	29.52
1	351	53.72
1	352	23.51
1	353	132.74
1	354	13.81
1	355	13.3
1	356	17.13
1	357	81.04
1	358	18.98
1	359	24.92
1	360	120.41
1	361	104.96
1	362	4.44
1	363	103.14
1	364	16.57
1	365	95.17
1	366	21.78
1	367	89.06
1	368	7.94
1	369	13.05
1	370	127.8
1	371	23.9
1	372	15.45
1	373	20.16
1	374	25.83
1	375	14.65
1	376	81.7
1	377	13.05
1	378	108.93
1	379	127.73
1	380	31.97
1	381	83.79
1	382	82.7
1	383	119.54
1	384	22.37
1	385	12.27
1	386	87.71
1	387	52.52
1	388	5.79
1	389	5.8
1	390	100.23
1	391	4.09
1	392	146.95
1	393	73.5
1	394	90.96
1	395	15.12
1	396	7.45
1	397	8.78
1	398	71.75
1	399	90.97
1	400	10.26
1	401	10.03
1	402	16.34
1	403	14.16
1	404	61.27
1	405	8.05
1	406	40.07
1	407	90.82
1	408	13.16
1	409	20.58
1	410	89.75
1	411	77.74
1	412	11.03
1	413	8.96
1	414	14.6
1	415	35.14
1	416	6.83
1	417	139.47
1	418	96.88
1	419	15.42
1	420	40.78
1	421	65.64
1	422	72.25
1	423	42.33
1	424	99.28
1	425	124.67
1	426	80.73
1	427	106.01
1	428	58.97
1	429	34.39
1	430	104.59
1	431	16.86
1	432	36.8
1	433	79.02
1	434	130.12
1	435	11.66
1	436	118.99
1	437	16.45
1	438	62.92
1	439	129.72
1	440	113.84
1	441	49.06
1	442	36.13
1	443	102.32
1	444	129.05
1	445	12.79
1	446	95.52
1	447	95.48
1	448	75.73
1	449	15.57
1	450	14.79
1	451	119.13
1	452	32.59
1	453	22.61
1	454	16.83
1	455	11.05
1	456	67.02
1	457	97.73
1	458	16.56
1	459	25.01
1	460	12.03
1	461	8.9
1	462	22.14
1	463	35.36
1	464	13.05
1	465	11.83
1	466	16.77
1	467	159.78
1	468	45.44
1	469	12.29
1	470	10.47
1	471	61.93
1	472	25.07
1	473	35.97
1	474	10.0
1	475	25.07
1	476	97.26
1	477	16.81
1	478	43.71
1	479	12.87
1	480	6.93
1	481	9.3
1	482	27.41
1	483	14.17
1	484	36.28
1	485	13.08
1	486	67.87
1	487	2.98
1	488	86.14
1	489	114.41
1	490	4.92
1	491	17.77
1	492	8.63
1	493	10.71
1	494	10.03
1	495	12.88
1	496	103.01
1	497	2.65
1	498	16.84
1	499	131.98
1	500	91.02
1	501	6.97
1	502	93.25
1	503	96.57
1	504	71.85
1	505	8.57
1	506	21.08
1	507	9.99
1	508	80.73
1	509	14.57
1	510	8.27
1	511	12.97
1	512	9.26
1	513	84.79
1	514	20.37
1	515	13.53
1	516	121.99
1	517	71.26
1	518	82.0
1	519	83.35
1	520	79.36
1	521	90.25
1	522	63.0
1	523	81.41
1	524	131.2
1	525	105.44
1	526	122.37
1	527	60.92
1	528	87.15
1	529	10.81
1	530	12.38
1	531	9.83
1	532	53.08
1	533	10.82
1	534	16.56
1	535	84.88
2	1	20.67
2	3	47.04
2	4	53.53
2	5	118.04
2	6	11.63
2	7	116.28
2	8	52.59
2	9	36.54
2	10	56.47
2	11	56.98
2	12	158.07
2	13	32.78
2	14	3.13
2	15	24.85
2	16	16.73
2	17	25.52
2	18	15.54
2	19	189.9
2	20	21.3
2	21	21.6
2	22	34.67
2	23	113.07
2	24	36.46
2	25	7.02
2	26	159.15
2	27	28.82
2	28	7.92
2	29	81.47
2	30	14.18
2	31	37.64
2	32	8.37
2	33	50.96
2	34	105.93
2	35	40.6
2	36	23.98
2	37	96.74
2	38	91.25
2	39	55.5
2	40	29.33
2	41	51.24
2	42	43.83
2	43	87.77
2	44	96.08
2	45	95.78
2	46	58.75
2	47	17.54
2	48	77.99
2	49	83.37
2	50	18.52
2	51	16.49
2	52	53.89
2	53	27.17
2	54	6.06
2	55	16.33
2	56	76.78
2	57	34.93
2	58	15.88
2	59	112.81
2	60	53.55
2	61	81.69
2	62	5.37
2	63	79.02
2	64	42.09
2	65	11.66
2	66	98.85
2	67	11.96
2	68	14.73
2	69	118.45
2	70	17.53
2	71	50.93
2	72	63.38
2	73	100.73
2	74	48.0
2	75	1.67
2	76	12.85
2	77	81.17
2	78	76.68
2	79	55.48
2	80	166.47
2	81	16.02
2	82	98.79
2	83	12.84
2	84	73.59
2	85	11.14
2	86	81.87
2	87	4.16
2	88	17.43
2	89	10.74
2	90	13.18
2	91	8.35
2	92	92.32
2	93	9.95
2	94	11.14
2	95	13.74
2	96	113.94
2	97	89.08
2	98	20.9
2	99	10.77
2	100	61.47
2	101	17.92
2	102	34.64
2	103	109.07
2	104	29.14
2	105	69.81
2	106	81.08
2	107	10.61
2	108	167.34
2	109	89.29
2	110	86.05
2	111	11.63
2	112	10.79
2	113	14.04
2	114	15.17
2	115	20.34
2	116	6.97
2	117	98.28
2	118	15.84
2	119	52.92
2	120	92.38
2	121	101.24
2	122	14.79
2	123	160.3
2	124	86.01
2	125	94.1
2	126	29.2
2	127	9.28
2	128	22.75
2	129	15.17
2	130	51.37
2	131	3.34
2	132	91.07
2	133	20.54
2	134	96.87
2	135	160.03
2	136	19.57
2	137	90.09
2	138	95.42
2	139	95.43
2	140	13.91
2	141	94.76
2	142	87.43
2	143	53.94
2	144	108.83
2	145	35.85
2	146	70.15
2	147	17.07
2	148	89.16
2	149	88.5
2	150	73.41
2	151	115.39
2	152	108.57
2	153	51.01
2	154	10.86
2	155	23.56
2	156	50.34
2	157	53.05
2	158	43.28
2	159	52.61
2	160	12.25
2	161	124.26
2	162	7.17
2	163	139.45
2	164	94.02
2	165	93.91
2	166	16.11
2	167	6.64
2	168	55.73
2	169	61.4
2	170	12.89
2	171	12.82
2	172	7.2
2	173	118.46
2	174	11.63
2	175	9.52
2	176	28.99
2	177	74.84
2	178	85.25
2	179	14.38
2	180	113.94
2	181	157.2
2	182	26.35
2	183	70.69
2	184	2.62
2	185	15.79
2	186	82.44
2	187	43.23
2	188	61.56
2	189	13.67
2	190	53.69
2	191	16.83
2	192	7.14
2	193	13.19
2	194	80.19
2	195	36.87
2	196	11.17
2	197	78.91
2	198	9.22
2	199	3.43
2	200	32.5
2	201	95.41
2	202	13.86
2	203	12.6
2	204	59.29
2	205	12.85
2	206	8.68
2	207	17.05
2	208	23.8
2	209	11.59
2	210	11.32
2	211	108.59
2	212	11.45
2	213	106.9
2	214	4.78
2	215	3.71
2	216	15.39
2	217	26.86
2	218	114.2
2	219	110.27
2	220	25.89
2	221	131.75
2	222	170.87
2	223	108.33
2	224	88.73
2	225	89.19
2	226	20.31
2	227	107.22
2	228	22.13
2	229	104.29
2	230	97.29
2	231	25.13
2	232	25.81
2	233	46.43
2	234	14.08
2	235	84.63
2	236	56.74
2	237	115.75
2	238	85.2
2	239	66.0
2	240	83.78
2	241	45.05
2	242	63.79
2	243	32.54
2	244	62.14
2	245	115.98
2	246	66.13
2	247	159.03
2	248	94.63
2	249	12.18
2	250	47.54
2	251	81.31
2	252	106.51
2	253	47.22
2	254	65.67
2	255	89.29
2	256	126.36
2	257	129.89
2	258	11.46
2	259	11.15
2	260	56.79
2	261	32.83
2	262	16.88
2	263	20.8
2	264	23.66
2	265	6.43
2	266	6.38
2	267	51.64
2	268	84.67
2	269	129.89
2	270	7.91
2	271	11.32
2	272	11.36
2	273	9.32
2	274	110.76
2	275	11.8
2	276	26.3
2	277	11.93
2	278	21.95
2	279	10.04
2	280	11.36
2	281	51.1
2	282	38.5
2	283	106.8
2	284	12.64
2	285	51.64
2	286	11.19
2	287	85.71
2	288	74.66
2	289	117.07
2	290	8.4
2	291	76.24
2	292	39.08
2	293	12.63
2	294	83.22
2	295	21.13
2	296	28.95
2	297	12.29
2	298	91.89
2	299	93.46
2	300	67.98
2	301	12.37
2	302	105.48
2	303	95.15
2	304	59.19
2	305	12.85
2	306	164.81
2	307	44.35
2	308	164.77
2	309	114.94
2	310	105.68
2	311	65.6
2	312	95.08
2	313	105.44
2	314	11.8
2	315	21.63
2	316	105.42
2	317	22.06
2	318	82.92
2	319	9.87
2	320	4.09
2	321	11.11
2	322	119.41
2	323	27.78
2	324	14.94
2	325	85.71
2	326	132.95
2	327	14.48
2	328	90.95
2	329	10.15
2	330	103.4
2	331	18.17
2	332	7.66
2	333	103.39
2	334	86.14
2	335	9.18
2	336	112.59
2	337	11.73
2	338	8.71
2	339	183.56
2	340	17.18
2	341	92.52
2	342	64.22
2	343	13.87
2	344	11.11
2	345	12.01
2	346	45.32
2	347	122.52
2	348	34.55
2	349	44.39
2	350	46.37
2	351	72.56
2	352	6.76
2	353	132.49
2	354	14.75
2	355	7.91
2	356	9.55
2	357	84.63
2	358	1.91
2	359	23.53
2	360	121.92
2	361	109.17
2	362	16.52
2	363	106.27
2	364	23.97
2	365	98.28
2	366	18.65
2	367	95.16
2	368	23.83
2	369	11.29
2	370	127.77
2	371	3.43
2	372	9.17
2	373	20.87
2	374	46.14
2	375	20.39
2	376	90.39
2	377	11.29
2	378	108.2
2	379	138.22
2	380	52.6
2	381	88.11
2	382	86.46
2	383	123.83
2	384	13.86
2	385	14.2
2	386	91.2
2	387	69.06
2	388	19.09
2	389	19.29
2	390	105.43
2	391	20.67
2	392	152.77
2	393	84.75
2	394	100.89
2	395	8.4
2	396	13.67
2	397	15.5
2	398	81.79
2	399	100.91
2	400	16.93
2	401	11.96
2	402	31.11
2	403	28.02
2	404	78.64
2	405	19.91
2	406	31.86
2	407	95.59
2	408	9.59
2	409	27.9
2	410	106.96
2	411	95.41
2	412	12.87
2	413	13.36
2	414	14.19
2	415	54.61
2	416	15.79
2	417	142.28
2	418	113.7
2	419	7.6
2	420	49.29
2	421	67.82
2	422	84.58
2	423	54.25
2	424	107.81
2	425	128.99
2	426	98.04
2	427	111.3
2	428	77.67
2	429	35.41
2	430	120.62
2	431	22.94
2	432	42.09
2	433	87.93
2	434	132.05
2	435	30.43
2	436	118.62
2	437	10.74
2	438	76.65
2	439	133.2
2	440	114.66
2	441	55.73
2	442	51.75
2	443	109.37
2	444	132.56
2	445	16.11
2	446	105.02
2	447	104.98
2	448	84.9
2	449	21.25
2	450	19.51
2	451	122.2
2	452	40.22
2	453	18.65
2	454	20.07
2	455	15.27
2	456	84.38
2	457	101.45
2	458	10.98
2	459	8.37
2	460	8.66
2	461	19.67
2	462	4.38
2	463	27.78
2	464	24.87
2	465	9.0
2	466	6.15
2	467	168.11
2	468	51.04
2	469	10.2
2	470	18.45
2	471	61.8
2	472	38.58
2	473	42.32
2	474	16.88
2	475	38.58
2	476	105.8
2	477	6.06
2	478	46.97
2	479	18.73
2	480	24.92
2	481	16.0
2	482	35.4
2	483	34.83
2	484	56.91
2	485	26.36
2	486	84.46
2	487	23.54
2	488	102.95
2	489	116.31
2	490	19.71
2	491	13.29
2	492	12.13
2	493	12.16
2	494	11.96
2	495	13.36
2	496	107.09
2	497	20.56
2	498	5.98
2	499	131.75
2	500	95.5
2	501	16.83
2	502	104.76
2	503	101.81
2	504	82.54
2	505	13.45
2	506	22.74
2	507	12.07
2	508	98.04
2	509	11.28
2	510	20.29
2	511	21.0
2	512	11.86
2	513	88.73
2	514	12.13
2	515	25.82
2	516	122.92
2	517	73.89
2	518	84.34
2	519	85.74
2	520	81.44
2	521	93.29
2	522	64.41
2	523	83.78
2	524	132.85
2	525	106.91
2	526	123.67
2	527	62.71
2	528	89.93
2	529	14.19
2	530	13.32
2	531	18.88
2	532	69.79
2	533	9.85
2	534	10.98
2	535	88.22
3	1	41.13
3	2	47.04
3	4	57.46
3	5	154.57
3	6	57.01
3	7	148.23
3	8	54.27
3	9	61.52
3	10	23.69
3	11	17.99
3	12	111.04
3	13	57.47
3	14	44.08
3	15	52.8
3	16	41.24
3	17	51.87
3	18	41.25
3	19	143.11
3	20	49.13
3	21	45.44
3	22	12.48
3	23	149.64
3	24	12.62
3	25	48.89
3	26	200.13
3	27	18.3
3	28	48.58
3	29	110.39
3	30	37.31
3	31	13.16
3	32	42.27
3	33	17.84
3	34	119.1
3	35	17.02
3	36	25.76
3	37	132.49
3	38	119.5
3	39	8.56
3	40	18.76
3	41	4.64
3	42	10.24
3	43	124.86
3	44	124.24
3	45	110.61
3	46	20.21
3	47	47.38
3	48	112.58
3	49	121.08
3	50	32.22
3	51	31.38
3	52	25.15
3	53	28.04
3	54	41.29
3	55	55.41
3	56	66.84
3	57	13.26
3	58	59.42
3	59	149.45
3	60	39.56
3	61	108.8
3	62	52.41
3	63	117.51
3	64	4.95
3	65	41.76
3	66	134.63
3	67	54.27
3	68	40.69
3	69	157.25
3	70	51.16
3	71	66.74
3	72	38.41
3	73	54.82
3	74	58.93
3	75	46.49
3	76	39.56
3	77	34.17
3	78	47.6
3	79	8.65
3	80	119.62
3	81	50.63
3	82	124.92
3	83	53.62
3	84	26.82
3	85	50.15
3	86	119.74
3	87	45.75
3	88	33.48
3	89	43.98
3	90	54.72
3	91	48.33
3	92	106.06
3	93	44.27
3	94	36.67
3	95	33.63
3	96	124.58
3	97	127.12
3	98	26.19
3	99	49.85
3	100	47.64
3	101	40.11
3	102	16.9
3	103	65.41
3	104	55.63
3	105	49.03
3	106	103.61
3	107	52.79
3	108	120.31
3	109	116.44
3	110	40.89
3	111	54.13
3	112	49.51
3	113	43.59
3	114	50.66
3	115	30.02
3	116	45.8
3	117	136.16
3	118	37.51
3	119	64.96
3	120	130.12
3	121	127.28
3	122	41.46
3	123	113.34
3	124	38.98
3	125	131.55
3	126	55.57
3	127	44.64
3	128	24.29
3	129	50.66
3	130	51.81
3	131	43.71
3	132	70.41
3	133	33.84
3	134	125.05
3	135	113.11
3	136	32.31
3	137	118.11
3	138	132.64
3	139	132.63
3	140	55.4
3	141	129.17
3	142	42.63
3	143	16.72
3	144	144.67
3	145	12.21
3	146	37.84
3	147	32.34
3	148	62.33
3	149	125.43
3	150	28.99
3	151	152.95
3	152	144.4
3	153	4.51
3	154	46.3
3	155	37.81
3	156	67.31
3	157	46.75
3	158	21.07
3	159	5.99
3	160	51.66
3	161	77.32
3	162	40.47
3	163	92.68
3	164	132.0
3	165	131.89
3	166	58.98
3	167	46.66
3	168	8.69
3	169	34.11
3	170	46.48
3	171	57.28
3	172	47.8
3	173	154.31
3	174	54.13
3	175	45.77
3	176	18.06
3	177	35.65
3	178	122.66
3	179	55.22
3	180	124.58
3	181	198.63
3	182	56.13
3	183	46.5
3	184	47.81
3	185	37.71
3	186	110.29
3	187	4.08
3	188	47.62
3	189	39.33
3	190	65.04
3	191	34.63
3	192	44.45
3	193	38.68
3	194	55.42
3	195	61.69
3	196	54.29
3	197	52.88
3	198	38.32
3	199	47.64
3	200	38.46
3	201	105.42
3	202	58.19
3	203	45.48
3	204	24.08
3	205	42.05
3	206	40.45
3	207	47.06
3	208	52.07
3	209	36.91
3	210	52.57
3	211	139.37
3	212	44.98
3	213	131.69
3	214	44.56
3	215	44.62
3	216	38.12
3	217	23.56
3	218	72.37
3	219	66.47
3	220	42.07
3	221	91.46
3	222	205.89
3	223	143.42
3	224	125.69
3	225	127.36
3	226	47.65
3	227	146.41
3	228	26.63
3	229	116.57
3	230	134.63
3	231	22.22
3	232	22.49
3	233	12.69
3	234	53.7
3	235	122.02
3	236	19.55
3	237	68.74
3	238	59.74
3	239	35.45
3	240	122.51
3	241	43.79
3	242	21.38
3	243	78.01
3	244	36.57
3	245	72.46
3	246	19.78
3	247	113.3
3	248	125.26
3	249	34.86
3	250	21.7
3	251	37.19
3	252	59.71
3	253	1.23
3	254	52.2
3	255	116.44
3	256	163.33
3	257	166.41
3	258	54.74
3	259	49.41
3	260	49.09
3	261	15.37
3	262	49.84
3	263	34.35
3	264	50.75
3	265	41.59
3	266	41.69
3	267	52.82
3	268	122.09
3	269	166.41
3	270	47.37
3	271	52.57
3	272	52.79
3	273	49.38
3	274	132.14
3	275	41.78
3	276	57.81
3	277	37.41
3	278	36.13
3	279	38.46
3	280	52.79
3	281	50.89
3	282	63.43
3	283	125.21
3	284	55.64
3	285	52.82
3	286	52.85
3	287	57.96
3	288	49.58
3	289	70.79
3	290	46.18
3	291	52.81
3	292	16.43
3	293	46.16
3	294	36.31
3	295	52.46
3	296	52.29
3	297	55.3
3	298	113.14
3	299	121.22
3	300	35.35
3	301	36.38
3	302	142.86
3	303	129.35
3	304	12.15
3	305	42.05
3	306	117.77
3	307	10.53
3	308	117.73
3	309	147.59
3	310	135.47
3	311	28.36
3	312	128.4
3	313	137.89
3	314	41.78
3	315	38.05
3	316	142.77
3	317	34.26
3	318	36.27
3	319	44.36
3	320	43.01
3	321	54.95
3	322	74.59
3	323	27.6
3	324	46.45
3	325	57.96
3	326	86.21
3	327	44.94
3	328	51.32
3	329	51.41
3	330	141.99
3	331	31.24
3	332	47.27
3	333	138.3
3	334	59.02
3	335	40.83
3	336	122.63
3	337	42.51
3	338	46.08
3	339	137.65
3	340	35.49
3	341	125.53
3	342	33.48
3	343	43.08
3	344	55.41
3	345	44.79
3	346	37.76
3	347	81.45
3	348	12.92
3	349	49.05
3	350	64.86
3	351	47.52
3	352	42.6
3	353	92.24
3	354	52.3
3	355	41.71
3	356	51.95
3	357	122.02
3	358	45.47
3	359	23.91
3	360	79.42
3	361	145.69
3	362	40.18
3	363	144.1
3	364	57.59
3	365	136.16
3	366	60.31
3	367	129.34
3	368	48.78
3	369	49.39
3	370	87.23
3	371	47.64
3	372	50.18
3	373	26.21
3	374	52.63
3	375	55.2
3	376	120.9
3	377	49.39
3	378	68.92
3	379	91.46
3	380	48.49
3	381	124.63
3	382	123.64
3	383	160.18
