param n := 439;
param deposito := 439;
param numero_clusters := 88;
param factor := 1;

set Np[1]:= 429 431  ;
set Np[2]:= 439  ;
set Np[3]:= 26 27 28 29 30 31 63  ;
set Np[4]:= 389 390  ;
set Np[5]:= 248 249 252 254 255 256 257 258 314 315 316  ;
set Np[6]:= 83 84 85  ;
set Np[7]:= 432 433  ;
set Np[8]:= 385 386 387 388  ;
set Np[9]:= 342 343  ;
set Np[10]:= 95 96 97 98 99 100  ;
set Np[11]:= 1 2 3 4 5 6 7 8 46 49  ;
set Np[12]:= 190 223 224  ;
set Np[13]:= 189  ;
set Np[14]:= 434  ;
set Np[15]:= 403 408  ;
set Np[16]:= 291 292 293 359  ;
set Np[17]:= 406 407  ;
set Np[18]:= 402 404  ;
set Np[19]:= 419 420  ;
set Np[20]:= 77 78 86 87  ;
set Np[21]:= 149 186  ;
set Np[22]:= 285 286 287 340  ;
set Np[23]:= 110 111 112 147  ;
set Np[24]:= 415 416  ;
set Np[25]:= 384 393 394 395  ;
set Np[26]:= 304 305 325 326 327 328 329 330 331  ;
set Np[27]:= 154 155 156 157 158 159 177 178 179 180 181 182 195 196 197 198 199 200  ;
set Np[28]:= 20 21 22 24 65 66 67 68  ;
set Np[29]:= 337 338 339 360 361 362 363 370  ;
set Np[30]:= 163 164 165 166 167 168 169 170  ;
set Np[31]:= 412 413 422 423  ;
set Np[32]:= 15 16 17 33 34 35  ;
set Np[33]:= 230 281  ;
set Np[34]:= 435 436 437 438  ;
set Np[35]:= 103 113 114 143 152  ;
set Np[36]:= 226 227 228 229 283  ;
set Np[37]:= 376 377  ;
set Np[38]:= 79 80 81 82  ;
set Np[39]:= 216 217 218 219 220 237 238 239 240 241 265 266 267  ;
set Np[40]:= 374 375 381  ;
set Np[41]:= 311 312 313 320 321 322 323 324  ;
set Np[42]:= 288 289 290  ;
set Np[43]:= 73 74  ;
set Np[44]:= 171 172 173 174 175 176 201 202 203 204 205 206 207 208 210  ;
set Np[45]:= 32 59 60 61 62 75 76  ;
set Np[46]:= 18 19  ;
set Np[47]:= 145 148 185  ;
set Np[48]:= 277 278 279 294 295 296  ;
set Np[49]:= 418 428  ;
set Np[50]:= 409 410 411 424 425 426  ;
set Np[51]:= 187  ;
set Np[52]:= 282  ;
set Np[53]:= 268 269 270 271 272 301 302 303  ;
set Np[54]:= 124 125 126 127 134 135 136 137 138 160 161 162  ;
set Np[55]:= 231 232 280  ;
set Np[56]:= 367 368 369 378  ;
set Np[57]:= 400 401  ;
set Np[58]:= 23 25  ;
set Np[59]:= 150 151 153 183 184 191 192 193 194  ;
set Np[60]:= 108 109 144 146  ;
set Np[61]:= 297 298 299 300 332 333 334 335 336 364 365 366  ;
set Np[62]:= 92 93 94 102  ;
set Np[63]:= 350 351 352 353 354 355 356 357 358  ;
set Np[64]:= 211 212 213 214 215 242 243 244 245 246 247 259 260 261  ;
set Np[65]:= 48 50 51 52 53 54 55 56  ;
set Np[66]:= 391 392 399  ;
set Np[67]:= 69 70 71 72 88 89 90 91 104 105 106 107  ;
set Np[68]:= 371 372 373 382 383  ;
set Np[69]:= 9 10 11 12 13 14 36 37  ;
set Np[70]:= 101 115 116 117 118 119 120 121 122 123 139 140 141 142  ;
set Np[71]:= 57 58  ;
set Np[72]:= 405 417  ;
set Np[73]:= 284 344  ;
set Np[74]:= 128 129 130 131 132 133  ;
set Np[75]:= 317 318 319  ;
set Np[76]:= 262 263 264 306 307 308 309 310  ;
set Np[77]:= 427 430  ;
set Np[78]:= 345 346 347 348 349  ;
set Np[79]:= 221 222 233 234 235 236  ;
set Np[80]:= 188 225  ;
set Np[81]:= 396 397 398  ;
set Np[82]:= 414 421  ;
set Np[83]:= 273 274 275 276  ;
set Np[84]:= 341  ;
set Np[85]:= 379 380  ;
set Np[86]:= 38 39 40 41 42 43 44 45 47  ;
set Np[87]:= 209 250 251 253  ;
set Np[88]:= 64  ;


param c:=
1	224	5238.44
1	225	3387.11
1	226	4181.06
1	227	4325.07
1	228	4652.55
1	229	4518.99
1	230	3898.88
1	231	3737.06
1	232	3725.34
1	233	5757.22
1	234	5832.72
1	235	5908.94
1	236	5985.87
1	237	6063.47
1	238	6141.71
1	239	6220.58
1	240	6300.05
1	241	6411.12
1	242	6582.6
1	243	6664.5
1	244	6746.9
1	245	6829.76
1	246	7017.83
1	247	7102.11
1	248	7186.79
1	249	7271.86
1	250	7225.17
1	251	7333.57
1	252	7447.36
1	253	7504.17
1	254	7711.84
1	255	7552.69
1	256	7433.03
1	257	7349.83
1	258	7267.05
1	259	7184.71
1	260	7001.12
1	261	6920.31
1	262	6840.0
1	263	6760.22
1	264	6653.01
1	265	6485.42
1	266	6408.25
1	267	6331.72
1	268	6255.85
1	269	6180.67
1	270	6106.2
1	271	6032.46
1	272	5959.5
1	273	5730.29
1	274	5662.27
1	275	5595.2
1	276	5529.13
1	277	5464.09
1	278	5400.12
1	279	5337.25
1	280	4125.3
1	281	4158.43
1	282	4300.29
1	283	4846.71
1	284	5183.69
1	285	4225.3
1	286	4276.83
1	287	4401.78
1	288	4444.17
1	289	4467.73
1	290	4529.42
1	291	4567.34
1	292	4656.78
1	293	4708.04
1	294	5575.06
1	295	5635.27
1	296	5696.6
1	297	5759.01
1	298	5822.48
1	299	5886.96
1	300	5952.42
1	301	6098.82
1	302	6240.44
1	303	6310.95
1	304	6381.86
1	305	6405.56
1	306	6498.32
1	307	6686.97
1	308	6782.79
1	309	6879.54
1	310	6977.19
1	311	7137.27
1	312	7175.04
1	313	7275.17
1	314	7367.2
1	315	7518.52
1	316	7592.84
1	317	7885.19
1	318	7755.52
1	319	7668.16
1	320	7519.85
1	321	7423.02
1	322	7262.96
1	323	7231.96
1	324	7137.8
1	325	7044.59
1	326	6952.38
1	327	6771.12
1	328	6682.16
1	329	6559.58
1	330	6418.19
1	331	6490.62
1	332	6388.71
1	333	6104.2
1	334	6040.38
1	335	5977.56
1	336	5915.76
1	337	5855.02
1	338	5795.36
1	339	5736.83
1	340	4625.27
1	341	4870.83
1	342	5042.32
1	343	5160.55
1	344	5333.97
1	345	4952.9
1	346	4964.5
1	347	4840.52
1	348	4978.08
1	349	4862.16
1	350	5020.58
1	351	5040.96
1	352	4918.9
1	353	5063.23
1	354	4953.85
1	355	5127.01
1	356	5155.7
1	357	5036.43
1	358	5186.16
1	359	5083.86
1	360	5983.83
1	361	6039.97
1	362	6097.23
1	363	6155.59
1	364	6215.0
1	365	6275.45
1	366	6336.9
1	367	6565.15
1	368	6475.43
1	369	6347.15
1	370	6071.35
1	371	5841.34
1	372	5869.89
1	373	5736.29
1	374	5630.72
1	375	5745.92
1	376	5472.89
1	377	5501.36
1	378	6699.3
1	379	5997.08
1	380	5970.97
1	381	5975.99
1	382	6075.57
1	383	6082.45
1	384	6300.05
1	385	7115.52
1	386	7359.09
1	387	7440.18
1	388	7689.68
1	389	6468.63
1	390	6448.5
1	391	6363.96
1	392	6494.85
1	393	6586.59
1	394	6476.11
1	395	6542.41
1	396	7004.37
1	397	6809.64
1	398	6781.82
1	399	6692.77
1	400	8069.46
1	401	7878.65
1	402	9303.8
1	403	7785.28
1	404	9455.72
1	405	9745.26
1	406	7738.9
1	407	7789.14
1	408	8157.86
1	409	8298.23
1	410	8427.48
1	411	8285.23
1	412	8283.87
1	413	8139.1
1	414	7987.69
1	415	8536.76
1	416	8621.27
1	417	9902.02
1	418	10200.03
1	419	8379.29
1	420	8360.02
1	421	8136.99
1	422	8573.94
1	423	8428.82
1	424	8712.78
1	425	8570.01
1	426	8674.14
1	427	8942.18
1	428	10361.01
1	429	10686.94
1	430	9086.53
1	431	10851.76
1	432	9786.63
1	433	9641.48
1	434	8913.37
1	435	7559.31
1	436	7700.53
1	437	7841.76
1	438	7982.99
1	439	6984.49
2	1	269.26
2	3	100.0
2	4	291.55
2	5	313.25
2	6	458.94
2	7	548.29
2	8	640.8
2	9	735.27
2	10	843.36
2	11	828.4
2	12	928.04
2	13	1079.35
2	14	1201.3
2	15	1323.82
2	16	1446.76
2	17	1532.36
2	18	5255.95
2	19	4856.44
2	20	4750.59
2	21	4350.65
2	22	4304.65
2	23	4175.67
2	24	4204.76
2	25	3775.74
2	26	3256.15
2	27	3156.34
2	28	3075.91
2	29	3031.6
2	30	2676.05
2	31	2632.61
2	32	2125.59
2	33	1525.82
2	34	1432.87
2	35	1308.63
2	36	1184.54
2	37	1060.66
2	38	869.63
2	39	728.87
2	40	704.01
2	41	604.67
2	42	592.66
2	43	505.59
2	44	465.03
2	45	406.97
2	46	279.51
2	47	360.56
2	48	316.23
2	49	212.13
2	50	300.0
2	51	316.23
2	52	180.28
2	53	608.28
2	54	600.0
2	55	608.28
2	56	632.46
2	57	1207.53
2	58	1480.92
2	59	1834.73
2	60	1929.05
2	61	2023.92
2	62	2172.12
2	63	3008.84
2	64	3504.02
2	65	4177.1
2	66	4320.95
2	67	4445.36
2	68	4589.39
2	69	4619.79
2	70	4520.65
2	71	4398.37
2	72	4241.24
2	73	3110.67
2	74	3163.27
2	75	2191.6
2	76	2098.36
2	77	1923.05
2	78	1745.89
2	79	1131.92
2	80	1027.74
2	81	936.08
2	82	860.96
2	83	2432.72
2	84	2642.21
2	85	2854.05
2	86	1851.52
2	87	2019.44
2	88	4280.77
2	89	4377.78
2	90	4474.93
2	91	4572.2
2	92	5014.6
2	93	5136.21
2	94	5257.97
2	95	5638.37
2	96	5760.91
2	97	6015.86
2	98	5908.73
2	99	5966.63
2	100	5524.15
2	101	5573.71
2	102	4911.72
2	103	4981.21
2	104	4650.27
2	105	4554.67
2	106	4459.26
2	107	4364.06
2	108	4020.57
2	109	3904.24
2	110	3628.02
2	111	3715.17
2	112	3802.96
2	113	4819.3
2	114	4918.97
2	115	5123.11
2	116	5141.13
2	117	5242.2
2	118	5235.1
2	119	5329.28
2	120	5361.55
2	121	5423.67
2	122	5573.65
2	123	5759.01
2	124	5826.93
2	125	5879.04
2	126	5922.26
2	127	6017.73
2	128	6106.61
2	129	6113.36
2	130	6253.5
2	131	6374.02
2	132	6494.71
2	133	6615.56
2	134	6207.1
2	135	6112.95
2	136	6018.98
2	137	5925.21
2	138	5710.13
2	139	5529.13
2	140	5436.57
2	141	5344.27
2	142	5252.26
2	143	4976.51
2	144	4181.51
2	145	4220.34
2	146	4069.78
2	147	4084.27
2	148	4133.55
2	149	3097.68
2	150	4998.62
2	151	5087.05
2	152	5110.9
2	153	5221.23
2	154	5377.79
2	155	5478.65
2	156	5559.51
2	157	5715.0
2	158	5787.54
2	159	5942.33
2	160	6086.56
2	161	6240.44
2	162	6300.1
2	163	6405.56
2	164	6523.28
2	165	6641.25
2	166	6668.44
2	167	6759.48
2	168	6959.03
2	169	6829.58
2	170	6866.09
2	171	6818.22
2	172	6693.7
2	173	6562.06
2	174	6602.32
2	175	6320.85
2	176	6250.3
2	177	6026.71
2	178	5959.5
2	179	5802.69
2	180	5738.3
2	181	5592.68
2	182	5470.89
2	183	5411.22
2	184	5196.75
2	185	4514.01
2	186	3450.82
2	187	2975.95
2	188	2814.69
2	189	2757.26
2	190	4955.36
2	191	5221.23
2	192	5329.46
2	193	5472.32
2	194	5578.36
2	195	5685.18
2	196	5792.72
2	197	5900.95
2	198	6059.14
2	199	6119.33
2	200	6229.42
2	201	6340.05
2	202	6451.21
2	203	6562.87
2	204	6497.4
2	205	6675.0
2	206	6788.82
2	207	6902.26
2	208	7036.73
2	209	7212.19
2	210	6859.71
2	211	6750.65
2	212	6642.15
2	213	6534.24
2	214	6426.95
2	215	6320.3
2	216	6161.42
2	217	6109.11
2	218	6004.63
2	219	5900.95
2	220	5798.11
2	221	5696.16
2	222	5455.39
2	223	5201.5
2	224	4997.62
2	225	3157.53
2	226	4035.0
2	227	4190.02
2	228	4505.14
2	229	4361.34
2	230	3685.27
2	231	3497.95
2	232	3478.24
2	233	5518.44
2	234	5595.37
2	235	5673.02
2	236	5751.36
2	237	5830.36
2	238	5910.0
2	239	5990.25
2	240	6071.09
2	241	6185.47
2	242	6358.31
2	243	6441.52
2	244	6525.19
2	245	6609.32
2	246	6800.18
2	247	6885.67
2	248	6971.55
2	249	7057.8
2	250	7015.21
2	251	7125.04
2	252	7234.34
2	253	7294.52
2	254	7494.66
2	255	7335.91
2	256	7213.36
2	257	7128.99
2	258	7045.03
2	259	6961.5
2	260	6775.18
2	261	6693.14
2	262	6611.59
2	263	6530.55
2	264	6420.28
2	265	6251.25
2	266	6172.77
2	267	6094.93
2	268	6017.73
2	269	5941.22
2	270	5865.42
2	271	5790.35
2	272	5716.04
2	273	5480.53
2	274	5411.22
2	275	5342.87
2	276	5275.53
2	277	5209.25
2	278	5144.05
2	279	5079.99
2	280	3877.9
2	281	3956.01
2	282	4114.61
2	283	4700.07
2	284	5026.99
2	285	3977.83
2	286	4025.08
2	287	4150.08
2	288	4183.08
2	289	4204.54
2	290	4262.99
2	291	4299.78
2	292	4387.84
2	293	4438.82
2	294	5315.19
2	295	5376.45
2	296	5438.86
2	297	5502.39
2	298	5566.98
2	299	5632.61
2	300	5699.23
2	301	5851.98
2	302	5994.84
2	303	6064.08
2	304	6136.21
2	305	6164.11
2	306	6258.44
2	307	6450.24
2	308	6547.61
2	309	6645.91
2	310	6745.09
2	311	6905.12
2	312	6945.95
2	313	7047.56
2	314	7142.17
2	315	7294.39
2	316	7370.97
2	317	7655.47
2	318	7525.17
2	319	7435.43
2	320	7286.16
2	321	7187.92
2	322	7027.85
2	323	6994.02
2	324	6898.41
2	325	6803.77
2	326	6710.11
2	327	6525.96
2	328	6435.55
2	329	6310.95
2	330	6169.53
2	331	6240.84
2	332	6137.23
2	333	5849.04
2	334	5784.14
2	335	5720.25
2	336	5657.41
2	337	5595.65
2	338	5535.0
2	339	5475.51
2	340	4377.57
2	341	4665.03
2	342	4854.12
2	343	4975.57
2	344	5162.97
2	345	4694.28
2	346	4704.39
2	347	4580.19
2	348	4716.59
2	349	4599.8
2	350	4756.18
2	351	4775.59
2	352	4653.29
2	353	4797.0
2	354	4687.02
2	355	4859.14
2	356	4887.36
2	357	4767.93
2	358	4917.44
2	359	4814.89
2	360	5720.69
2	361	5777.65
2	362	5835.77
2	363	5895.02
2	364	5955.35
2	365	6016.75
2	366	6079.17
2	367	6306.05
2	368	6215.0
2	369	6085.74
2	370	5806.14
2	371	5629.94
2	372	5656.03
2	373	5522.0
2	374	5403.01
2	375	5516.4
2	376	5215.36
2	377	5240.47
2	378	6437.25
2	379	5736.94
2	380	5714.02
2	381	5746.74
2	382	5858.75
2	383	5869.09
2	384	6085.07
2	385	6851.14
2	386	7094.45
2	387	7176.44
2	388	7426.05
2	389	6209.12
2	390	6191.38
2	391	6132.09
2	392	6263.64
2	393	6366.56
2	394	6257.99
2	395	6325.79
2	396	6785.0
2	397	6591.38
2	398	6560.73
2	399	6460.89
2	400	7804.25
2	401	7614.17
2	402	9049.9
2	403	7592.8
2	404	9200.58
2	405	9488.02
2	406	7501.21
2	407	7558.31
2	408	7961.82
2	409	8100.96
2	410	8223.44
2	411	8082.23
2	412	8070.01
2	413	7926.06
2	414	7729.53
2	415	8267.78
2	416	8352.62
2	417	9643.78
2	418	9940.1
2	419	8118.19
2	420	8100.15
2	421	7878.97
2	422	8358.53
2	423	8214.16
2	424	8506.76
2	425	8364.96
2	426	8473.82
2	427	8730.69
2	428	10100.28
2	429	10424.76
2	430	8874.26
2	431	10588.94
2	432	9570.95
2	433	9426.46
2	434	8770.01
2	435	7444.0
2	436	7585.39
2	437	7726.78
2	438	7868.17
2	439	6888.62
3	1	180.28
3	2	100.0
3	4	212.13
3	5	279.51
3	6	419.08
3	7	515.39
3	8	612.88
3	9	711.07
3	10	828.4
3	11	825.38
3	12	925.34
3	13	1060.66
3	14	1184.54
3	15	1308.63
3	16	1432.87
3	17	1525.82
3	18	5261.65
3	19	4862.61
3	20	4753.22
3	21	4353.52
3	22	4310.45
3	23	4178.67
3	24	4210.7
3	25	3779.05
3	26	3263.82
3	27	3164.25
3	28	3079.98
3	29	3039.84
3	30	2680.72
3	31	2642.09
3	32	2130.29
3	33	1532.36
3	34	1446.76
3	35	1323.82
3	36	1201.3
3	37	1079.35
3	38	906.23
3	39	772.17
3	40	721.54
3	41	625.0
3	42	645.17
3	43	529.74
3	44	530.33
3	45	436.61
3	46	313.25
3	47	447.21
3	48	412.31
3	49	291.55
3	50	400.0
3	51	412.31
3	52	269.26
3	53	707.11
3	54	700.0
3	55	707.11
3	56	728.01
3	57	1256.23
3	58	1520.9
3	59	1871.16
3	60	1963.73
3	61	2057.0
3	62	2195.02
3	63	3025.41
3	64	3518.26
3	65	4189.64
3	66	4331.93
3	67	4456.04
3	68	4603.53
3	69	4638.16
3	70	4542.16
3	71	4420.48
3	72	4262.99
3	73	3135.48
3	74	3193.94
3	75	2228.93
3	76	2137.32
3	77	1969.3
3	78	1796.7
3	79	1202.6
3	80	1105.1
3	81	1020.42
3	82	951.97
3	83	2472.47
3	84	2678.85
3	85	2888.01
3	86	1910.01
3	87	2073.19
3	88	4306.39
3	89	4402.84
3	90	4499.44
3	91	4596.19
3	92	5038.97
3	93	5160.0
3	94	5281.22
3	95	5659.17
3	96	5781.27
3	97	6036.19
3	98	5930.69
3	99	5992.55
3	100	5548.09
3	101	5601.0
3	102	4938.12
3	103	5012.24
3	104	4680.28
3	105	4585.3
3	106	4490.55
3	107	4396.02
3	108	4057.71
3	109	3942.48
3	110	3678.65
3	111	3764.64
3	112	3851.3
3	113	4855.99
3	114	4953.91
3	115	5154.73
3	116	5176.51
3	117	5273.1
3	118	5269.84
3	119	5363.42
3	120	5391.78
3	121	5457.22
3	122	5605.41
3	123	5788.03
3	124	5858.17
3	125	5907.46
3	126	5952.99
3	127	6047.99
3	128	6133.16
3	129	6143.14
3	130	6281.02
3	131	6401.03
3	132	6521.22
3	133	6641.58
3	134	6241.24
3	135	6147.61
3	136	6054.18
3	137	5960.97
3	138	5748.1
3	139	5567.43
3	140	5475.51
3	141	5383.89
3	142	5292.57
3	143	5020.02
3	144	4226.7
3	145	4270.39
3	146	4116.2
3	147	4133.55
3	148	4184.64
3	149	3172.64
3	150	5045.91
3	151	5132.56
3	152	5154.25
3	153	5266.52
3	154	5423.62
3	155	5523.19
3	156	5602.06
3	157	5758.15
3	158	5828.43
3	159	5983.83
3	160	6125.46
3	161	6279.98
3	162	6336.9
3	163	6440.21
3	164	6557.3
3	165	6674.67
3	166	6703.96
3	167	6792.32
3	168	6996.29
3	169	6866.09
3	170	6903.85
3	171	6858.8
3	172	6734.66
3	173	6602.32
3	174	6643.84
3	175	6363.03
3	176	6294.54
3	177	6070.93
3	178	6005.88
3	179	5848.61
3	180	5786.46
3	181	5640.76
3	182	5519.57
3	183	5462.26
3	184	5249.88
3	185	4569.6
3	186	3525.35
3	187	3069.41
3	188	2912.47
3	189	2857.01
3	190	5015.04
3	191	5277.9
3	192	5382.2
3	193	5526.41
3	194	5631.44
3	195	5737.27
3	196	5843.85
3	197	5951.16
3	198	6109.67
3	199	6167.76
3	200	6276.99
3	201	6386.8
3	202	6497.16
3	203	6608.04
3	204	6540.74
3	205	6719.42
3	206	6831.77
3	207	6944.51
3	208	7078.89
3	209	7258.83
3	210	6908.74
3	211	6800.46
3	212	6692.77
3	213	6585.69
3	214	6479.25
3	215	6373.48
3	216	6214.35
3	217	6164.11
3	218	6060.58
3	219	5957.87
3	220	5856.03
3	221	5755.11
3	222	5516.91
3	223	5265.99
3	224	5063.72
3	225	3255.76
3	226	4115.37
3	227	4267.46
3	228	4585.98
3	229	4444.8
3	230	3781.04
3	231	3597.31
3	232	3578.15
3	233	5583.29
3	234	5659.34
3	235	5736.12
3	236	5813.62
3	237	5891.78
3	238	5970.61
3	239	6050.05
3	240	6130.1
3	241	6242.6
3	242	6414.68
3	243	6497.16
3	244	6580.13
3	245	6663.57
3	246	6852.92
3	247	6937.76
3	248	7023.0
3	249	7108.62
3	250	7063.86
3	251	7172.95
