param n := 431;
param deposito := 1;
param numero_clusters := 87;
param factor := 1;

set Np[1]:= 411 412  ;
set Np[2]:= 1  ;
set Np[3]:= 310 311 315 317 318 319 320  ;
set Np[4]:= 431  ;
set Np[5]:= 245  ;
set Np[6]:= 427  ;
set Np[7]:= 402  ;
set Np[8]:= 203 204  ;
set Np[9]:= 348 349 350 351 353  ;
set Np[10]:= 269 270 271  ;
set Np[11]:= 381 382 383 384  ;
set Np[12]:= 76  ;
set Np[13]:= 419 421  ;
set Np[14]:= 25 143 144 145 146 147 148 149 150 151 152 153 154 155 187 188 190 192  ;
set Np[15]:= 407  ;
set Np[16]:= 333 334 335 336 337 338 339  ;
set Np[17]:= 405  ;
set Np[18]:= 233 234  ;
set Np[19]:= 293 294 295  ;
set Np[20]:= 428  ;
set Np[21]:= 244  ;
set Np[22]:= 424  ;
set Np[23]:= 63 64 65 66 67 68 73  ;
set Np[24]:= 415 416 417 418  ;
set Np[25]:= 358 361 362  ;
set Np[26]:= 426  ;
set Np[27]:= 390 391 392 393 394 395 396  ;
set Np[28]:= 414  ;
set Np[29]:= 430  ;
set Np[30]:= 219 220 221 222 223 224  ;
set Np[31]:= 367 401  ;
set Np[32]:= 341 342 344  ;
set Np[33]:= 2 3 4 5 6 7 8 13 14 16  ;
set Np[34]:= 246  ;
set Np[35]:= 359 360  ;
set Np[36]:= 231  ;
set Np[37]:= 321 322 323 324 325  ;
set Np[38]:= 82 88 91 98 156 157 158 159 160 161 162 164 165 166 206 207 208 209 210  ;
set Np[39]:= 326 327 368  ;
set Np[40]:= 75  ;
set Np[41]:= 369 370 371 372 373  ;
set Np[42]:= 202 255 256 257 259 260 261 262 263 264 265 266 267 268  ;
set Np[43]:= 241 242 243  ;
set Np[44]:= 26 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 69 70 71 72 103  ;
set Np[45]:= 429  ;
set Np[46]:= 276 277  ;
set Np[47]:= 236  ;
set Np[48]:= 216 217 228 229  ;
set Np[49]:= 249 250 251  ;
set Np[50]:= 425  ;
set Np[51]:= 422  ;
set Np[52]:= 272 273 274 275  ;
set Np[53]:= 296 298 299 300 301 306 307 308 309  ;
set Np[54]:= 278 279 280 281 282 283 284 289 290 291 292  ;
set Np[55]:= 423  ;
set Np[56]:= 420  ;
set Np[57]:= 330 331 332 340  ;
set Np[58]:= 354 355 356  ;
set Np[59]:= 408  ;
set Np[60]:= 352 357  ;
set Np[61]:= 77 78 79  ;
set Np[62]:= 413  ;
set Np[63]:= 172 173 174 176 177 178 179 180 181 182 183 189 193 194 195 196 211 212 213  ;
set Np[64]:= 409 410  ;
set Np[65]:= 230  ;
set Np[66]:= 387 388 389 397 398 399 400  ;
set Np[67]:= 363 364  ;
set Np[68]:= 225 226 227 258 285 286 287 288  ;
set Np[69]:= 205 214 215 218  ;
set Np[70]:= 403  ;
set Np[71]:= 365 366 374  ;
set Np[72]:= 248 252 385 386  ;
set Np[73]:= 375 376 377 378 379 380  ;
set Np[74]:= 247  ;
set Np[75]:= 302 303 304 305 314  ;
set Np[76]:= 191 197 198 199 200 201 253 254  ;
set Np[77]:= 240  ;
set Np[78]:= 38 39 95 96 97 99 100 101 102 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 163 167 168 169 170 171 175 184 185 186  ;
set Np[79]:= 237 238 239 297  ;
set Np[80]:= 312 313 316 328 329  ;
set Np[81]:= 9 10 11 12 15 17 18 19 20 21 22 23 24 27 28 29  ;
set Np[82]:= 343 345 346 347  ;
set Np[83]:= 80 81 83 84 85 86 87 89 90 92 93 94  ;
set Np[84]:= 404  ;
set Np[85]:= 74  ;
set Np[86]:= 232 235  ;
set Np[87]:= 406  ;


param c:=
1	245	204.48
1	246	184.45
1	247	177.24
1	248	153.25
1	249	162.93
1	250	160.83
1	251	168.07
1	252	157.06
1	253	54.1
1	254	52.5
1	255	57.96
1	256	60.71
1	257	62.45
1	258	66.6
1	259	65.54
1	260	60.58
1	261	62.51
1	262	61.9
1	263	61.72
1	264	60.83
1	265	61.24
1	266	60.6
1	267	60.1
1	268	60.83
1	269	66.08
1	270	66.51
1	271	66.87
1	272	72.98
1	273	71.74
1	274	74.82
1	275	77.99
1	276	84.92
1	277	81.51
1	278	77.69
1	279	76.59
1	280	73.01
1	281	73.45
1	282	73.22
1	283	69.78
1	284	69.71
1	285	68.49
1	286	71.58
1	287	74.76
1	288	76.69
1	289	72.51
1	290	73.92
1	291	76.95
1	292	78.14
1	293	82.77
1	294	84.77
1	295	87.58
1	296	90.91
1	297	94.57
1	298	98.52
1	299	99.77
1	300	98.64
1	301	96.97
1	302	92.69
1	303	94.45
1	304	94.41
1	305	93.33
1	306	103.67
1	307	102.93
1	308	99.06
1	309	101.48
1	310	106.2
1	311	109.09
1	312	111.13
1	313	114.62
1	314	98.83
1	315	105.73
1	316	112.22
1	317	99.7
1	318	105.64
1	319	110.41
1	320	102.93
1	321	105.71
1	322	108.35
1	323	107.25
1	324	107.16
1	325	109.36
1	326	111.04
1	327	115.24
1	328	116.5
1	329	117.89
1	330	122.43
1	331	123.3
1	332	125.43
1	333	128.73
1	334	129.29
1	335	131.94
1	336	134.44
1	337	135.23
1	338	134.54
1	339	132.55
1	340	127.98
1	341	129.66
1	342	131.39
1	343	133.92
1	344	128.41
1	345	131.24
1	346	135.87
1	347	138.88
1	348	139.86
1	349	142.87
1	350	144.88
1	351	147.81
1	352	156.16
1	353	145.54
1	354	140.33
1	355	143.76
1	356	147.4
1	357	150.76
1	358	154.21
1	359	158.87
1	360	163.56
1	361	153.79
1	362	151.41
1	363	150.19
1	364	148.21
1	365	140.32
1	366	146.35
1	367	147.22
1	368	116.77
1	369	128.82
1	370	133.96
1	371	129.63
1	372	131.99
1	373	128.4
1	374	139.3
1	375	145.02
1	376	139.75
1	377	143.97
1	378	146.82
1	379	138.82
1	380	145.6
1	381	137.7
1	382	142.53
1	383	141.67
1	384	146.75
1	385	148.72
1	386	152.02
1	387	150.86
1	388	151.98
1	389	154.45
1	390	166.7
1	391	165.48
1	392	165.93
1	393	164.87
1	394	161.97
1	395	161.79
1	396	160.87
1	397	160.73
1	398	157.7
1	399	155.03
1	400	155.85
1	401	153.22
1	402	171.58
1	403	170.52
1	404	182.32
1	405	178.72
1	406	163.64
1	407	156.89
1	408	178.88
1	409	185.76
1	410	190.22
1	411	190.26
1	412	189.8
1	413	180.96
1	414	170.18
1	415	212.56
1	416	213.63
1	417	214.78
1	418	213.11
1	419	160.75
1	420	153.93
1	421	211.08
1	422	200.72
1	423	190.77
1	424	195.63
1	425	192.41
1	426	133.12
1	427	136.61
1	428	122.9
1	429	135.5
1	430	121.89
1	431	105.77
2	1	16.35
2	3	2.78
2	4	3.69
2	5	3.59
2	6	5.23
2	7	5.82
2	8	4.71
2	9	8.79
2	10	8.9
2	11	11.53
2	12	9.04
2	13	5.95
2	14	5.51
2	15	8.03
2	16	4.86
2	17	10.34
2	18	11.51
2	19	11.09
2	20	10.64
2	21	11.46
2	22	15.09
2	23	16.98
2	24	17.06
2	25	18.78
2	26	12.44
2	27	14.97
2	28	15.3
2	29	15.97
2	30	10.92
2	31	12.3
2	32	11.65
2	33	12.94
2	34	14.21
2	35	15.13
2	36	16.93
2	37	16.59
2	38	18.18
2	39	19.28
2	40	18.7
2	41	18.73
2	42	17.95
2	43	17.02
2	44	17.76
2	45	18.41
2	46	19.26
2	47	18.72
2	48	19.38
2	49	19.65
2	50	21.3
2	51	12.81
2	52	14.17
2	53	15.06
2	54	14.17
2	55	14.5
2	56	15.69
2	57	15.81
2	58	16.19
2	59	16.41
2	60	16.72
2	61	16.94
2	62	17.91
2	63	18.14
2	64	17.8
2	65	18.86
2	66	19.95
2	67	23.09
2	68	23.73
2	69	13.13
2	70	13.99
2	71	15.06
2	72	16.31
2	73	16.68
2	74	28.51
2	75	49.54
2	76	70.46
2	77	45.59
2	78	39.79
2	79	43.44
2	80	39.76
2	81	38.13
2	82	40.03
2	83	31.46
2	84	26.06
2	85	24.84
2	86	28.77
2	87	28.07
2	88	27.82
2	89	31.47
2	90	34.15
2	91	33.2
2	92	26.09
2	93	25.6
2	94	27.34
2	95	22.85
2	96	23.89
2	97	24.82
2	98	26.29
2	99	21.05
2	100	23.1
2	101	24.59
2	102	26.28
2	103	19.34
2	104	20.11
2	105	19.82
2	106	20.07
2	107	20.65
2	108	20.59
2	109	20.69
2	110	20.71
2	111	20.82
2	112	22.37
2	113	23.48
2	114	24.34
2	115	24.81
2	116	24.77
2	117	25.81
2	118	18.98
2	119	21.0
2	120	20.58
2	121	21.67
2	122	22.85
2	123	20.31
2	124	20.77
2	125	23.64
2	126	22.59
2	127	17.01
2	128	17.35
2	129	18.26
2	130	18.69
2	131	19.5
2	132	22.12
2	133	23.88
2	134	25.22
2	135	27.08
2	136	25.83
2	137	17.75
2	138	19.45
2	139	21.21
2	140	22.36
2	141	23.59
2	142	18.58
2	143	21.11
2	144	20.85
2	145	21.97
2	146	18.1
2	147	21.6
2	148	23.34
2	149	24.58
2	150	25.74
2	151	26.3
2	152	24.41
2	153	24.17
2	154	22.29
2	155	23.57
2	156	27.69
2	157	31.7
2	158	30.79
2	159	29.12
2	160	31.23
2	161	33.06
2	162	35.35
2	163	28.98
2	164	30.43
2	165	30.92
2	166	33.91
2	167	24.88
2	168	26.07
2	169	29.41
2	170	27.6
2	171	27.88
2	172	31.84
2	173	29.5
2	174	31.73
2	175	28.26
2	176	30.17
2	177	31.01
2	178	33.42
2	179	37.45
2	180	33.91
2	181	35.15
2	182	35.62
2	183	37.9
2	184	24.59
2	185	24.31
2	186	25.65
2	187	25.82
2	188	27.8
2	189	30.0
2	190	27.44
2	191	30.5
2	192	28.71
2	193	32.51
2	194	33.73
2	195	36.93
2	196	36.57
2	197	28.66
2	198	31.7
2	199	30.52
2	200	32.52
2	201	34.32
2	202	42.43
2	203	51.81
2	204	55.78
2	205	44.55
2	206	39.47
2	207	37.78
2	208	33.45
2	209	37.81
2	210	39.43
2	211	34.88
2	212	41.13
2	213	40.29
2	214	49.45
2	215	55.98
2	216	60.6
2	217	60.97
2	218	49.9
2	219	46.69
2	220	44.76
2	221	42.81
2	222	49.28
2	223	54.26
2	224	57.64
2	225	53.65
2	226	53.41
2	227	58.62
2	228	68.1
2	229	71.76
2	230	78.17
2	231	101.9
2	232	83.97
2	233	93.12
2	234	103.09
2	235	82.92
2	236	85.78
2	237	78.31
2	238	75.57
2	239	77.56
2	240	96.56
2	241	114.11
2	242	115.97
2	243	123.13
2	244	140.58
2	245	188.18
2	246	168.1
2	247	160.92
2	248	136.9
2	249	146.59
2	250	144.48
2	251	151.72
2	252	140.72
2	253	37.75
2	254	36.17
2	255	41.62
2	256	44.38
2	257	46.11
2	258	50.26
2	259	49.23
2	260	44.28
2	261	46.24
2	262	45.68
2	263	45.55
2	264	44.65
2	265	45.16
2	266	44.48
2	267	44.01
2	268	44.77
2	269	50.46
2	270	51.15
2	271	51.51
2	272	58.04
2	273	56.93
2	274	60.1
2	275	62.96
2	276	69.09
2	277	65.61
2	278	61.84
2	279	60.69
2	280	57.26
2	281	57.42
2	282	57.13
2	283	53.58
2	284	53.45
2	285	52.21
2	286	55.26
2	287	58.45
2	288	60.42
2	289	56.28
2	290	57.83
2	291	60.76
2	292	62.07
2	293	66.64
2	294	68.48
2	295	71.33
2	296	74.72
2	297	78.31
2	298	82.28
2	299	83.56
2	300	82.44
2	301	80.8
2	302	76.53
2	303	78.38
2	304	78.42
2	305	77.37
2	306	87.49
2	307	86.79
2	308	83.01
2	309	85.4
2	310	90.11
2	311	93.03
2	312	95.05
2	313	98.62
2	314	82.89
2	315	89.83
2	316	96.3
2	317	83.96
2	318	89.91
2	319	94.62
2	320	87.32
2	321	90.21
2	322	92.79
2	323	91.84
2	324	91.81
2	325	94.15
2	326	94.91
2	327	99.1
2	328	100.46
2	329	101.88
2	330	106.41
2	331	107.45
2	332	109.5
2	333	112.76
2	334	113.37
2	335	115.91
2	336	118.53
2	337	119.33
2	338	118.82
2	339	116.82
2	340	112.21
2	341	114.21
2	342	116.01
2	343	118.6
2	344	113.06
2	345	116.04
2	346	120.7
2	347	123.84
2	348	124.82
2	349	127.83
2	350	129.8
2	351	132.74
2	352	141.04
2	353	130.26
2	354	124.92
2	355	128.19
2	356	131.98
2	357	135.49
2	358	138.66
2	359	143.44
2	360	148.16
2	361	138.06
2	362	135.6
2	363	134.37
2	364	132.29
2	365	124.24
2	366	130.24
2	367	131.07
2	368	100.58
2	369	112.52
2	370	117.68
2	371	113.41
2	372	115.77
2	373	112.28
2	374	123.2
2	375	128.85
2	376	123.51
2	377	127.71
2	378	130.56
2	379	122.53
2	380	129.29
2	381	121.38
2	382	126.2
2	383	125.34
2	384	130.43
2	385	132.39
2	386	135.67
2	387	134.53
2	388	135.66
2	389	138.15
2	390	150.36
2	391	149.15
2	392	149.61
2	393	148.57
2	394	145.67
2	395	145.49
2	396	144.57
2	397	144.44
2	398	141.41
2	399	138.76
2	400	139.59
2	401	137.03
2	402	155.6
2	403	154.95
2	404	166.72
2	405	163.31
2	406	148.51
2	407	142.89
2	408	164.5
2	409	171.39
2	410	176.0
2	411	175.62
2	412	174.91
2	413	165.88
2	414	155.44
2	415	198.05
2	416	199.02
2	417	200.07
2	418	198.25
2	419	176.38
2	420	169.69
2	421	195.67
2	422	185.52
2	423	175.26
2	424	179.85
2	425	176.4
2	426	149.44
2	427	152.65
2	428	138.46
2	429	150.93
2	430	136.62
2	431	119.66
3	1	17.43
3	2	2.78
3	4	4.77
3	5	5.26
3	6	6.23
3	7	6.35
3	8	5.29
3	9	8.58
3	10	8.34
3	11	10.47
3	12	7.83
3	13	5.03
3	14	3.94
3	15	6.13
3	16	2.11
3	17	9.96
3	18	10.89
3	19	9.74
3	20	8.71
3	21	9.88
3	22	13.76
3	23	15.68
3	24	15.76
3	25	17.68
3	26	10.48
3	27	13.27
3	28	13.58
3	29	14.36
3	30	8.21
3	31	9.82
3	32	9.26
3	33	10.69
3	34	11.76
3	35	12.9
3	36	14.76
3	37	14.69
3	38	16.22
3	39	17.39
3	40	16.64
3	41	16.54
3	42	15.68
3	43	14.69
3	44	15.41
3	45	16.11
3	46	17.0
3	47	16.39
3	48	17.02
3	49	17.33
3	50	18.98
3	51	10.07
3	52	11.55
3	53	12.52
3	54	11.44
3	55	11.8
3	56	13.12
3	57	13.13
3	58	13.46
3	59	13.68
3	60	14.03
3	61	14.24
3	62	15.19
3	63	15.38
3	64	15.02
3	65	16.09
3	66	17.19
3	67	20.32
3	68	20.99
3	69	10.43
3	70	11.29
3	71	12.29
3	72	13.53
3	73	13.94
3	74	26.48
3	75	48.84
3	76	69.67
3	77	43.22
3	78	37.32
3	79	41.27
3	80	37.68
3	81	36.04
3	82	38.02
3	83	28.92
3	84	23.44
3	85	22.27
3	86	26.34
3	87	25.77
3	88	25.68
3	89	29.27
3	90	32.0
3	91	31.13
3	92	23.8
3	93	23.35
3	94	25.16
3	95	20.65
3	96	21.71
3	97	22.61
3	98	24.18
3	99	18.89
3	100	20.99
3	101	22.58
3	102	24.33
3	103	17.18
3	104	18.01
3	105	17.69
3	106	17.89
3	107	18.5
3	108	18.43
3	109	18.53
3	110	18.55
3	111	18.67
3	112	20.33
3	113	21.56
3	114	22.39
3	115	22.9
3	116	22.92
3	117	23.95
3	118	16.97
3	119	19.0
3	120	18.66
3	121	19.78
3	122	21.05
3	123	18.39
3	124	18.95
3	125	21.89
3	126	20.9
3	127	15.29
3	128	15.63
3	129	16.55
3	130	16.9
3	131	17.77
3	132	20.51
3	133	22.31
3	134	23.62
3	135	25.54
3	136	24.37
3	137	16.24
3	138	17.97
3	139	19.8
3	140	20.99
3	141	22.24
3	142	17.22
3	143	19.82
3	144	19.65
3	145	20.78
3	146	17.46
3	147	20.65
3	148	22.54
3	149	23.7
3	150	24.88
3	151	25.52
3	152	23.88
3	153	23.73
3	154	21.78
3	155	23.34
3	156	25.72
3	157	29.8
3	158	28.95
3	159	27.29
3	160	29.53
3	161	31.37
3	162	33.65
3	163	27.24
3	164	28.82
3	165	29.33
3	166	32.31
3	167	23.14
3	168	24.32
3	169	27.83
3	170	25.99
3	171	26.37
3	172	30.4
3	173	28.1
3	174	30.38
3	175	26.95
3	176	28.89
3	177	29.81
3	178	32.17
3	179	36.21
3	180	32.74
3	181	34.0
3	182	34.56
3	183	36.87
3	184	23.2
3	185	23.0
3	186	24.34
3	187	24.73
3	188	26.72
3	189	28.86
3	190	26.46
3	191	29.62
3	192	27.86
3	193	31.58
3	194	32.82
3	195	35.97
3	196	35.66
3	197	27.97
3	198	30.93
3	199	29.95
3	200	31.99
3	201	33.97
3	202	42.01
3	203	49.69
3	204	53.94
3	205	42.7
3	206	37.49
3	207	35.92
3	208	31.6
3	209	36.09
3	210	37.8
3	211	33.43
3	212	39.74
3	213	39.14
3	214	47.91
3	215	54.49
3	216	59.2
3	217	59.67
3	218	48.56
3	219	45.39
3	220	43.54
3	221	41.81
3	222	48.16
3	223	53.12
3	224	56.62
3	225	52.85
3	226	52.67
3	227	57.88
3	228	66.68
3	229	70.42
3	230	76.55
3	231	100.43
3	232	82.77
3	233	91.97
3	234	101.95
3	235	81.89
3	236	84.95
3	237	77.54
3	238	74.86
3	239	76.89
3	240	95.74
3	241	113.1
3	242	115.07
3	243	122.15
3	244	139.44
3	245	187.11
3	246	167.17
3	247	159.88
3	248	135.98
3	249	145.67
3	250	143.6
3	251	150.88
3	252	139.93
3	253	36.94
3	254	35.57
3	255	40.91
3	256	43.74
3	257	45.41
3	258	49.55
3	259	48.63
3	260	43.73
3	261	45.73
3	262	45.28
3	263	45.22
3	264	44.31
3	265	44.94
3	266	44.21
3	267	43.77
3	268	44.56
3	269	50.6
3	270	51.45
3	271	51.8
3	272	58.51
3	273	57.47
3	274	60.68
3	275	63.38
3	276	69.03
3	277	65.51
3	278	61.77
3	279	60.59
3	280	57.29
3	281	57.2
3	282	56.87
3	283	53.2
3	284	52.96
3	285	51.67
3	286	54.63
3	287	57.85
3	288	59.89
3	289	55.83
3	290	57.56
3	291	60.37
3	292	61.81
3	293	66.32
3	294	67.9
3	295	70.82
3	296	74.31
3	297	77.78
3	298	81.77
3	299	83.12
3	300	82.0
3	301	80.41
3	302	76.16
3	303	78.09
3	304	78.21
3	305	77.19
3	306	87.07
3	307	86.43
3	308	82.74
3	309	85.1
3	310	89.8
3	311	92.73
3	312	94.75
3	313	98.39
3	314	82.73
3	315	89.68
3	316	96.14
3	317	83.94
3	318	89.88
3	319	94.56
3	320	87.39
3	321	90.33
3	322	92.87
3	323	92.01
3	324	92.01
3	325	94.42
3	326	94.54
3	327	98.72
3	328	100.18
3	329	101.63
3	330	106.14
3	331	107.33
3	332	109.32
3	333	112.53
3	334	113.19
3	335	115.63
3	336	118.35
3	337	119.16
3	338	118.79
3	339	116.77
3	340	112.13
3	341	114.33
3	342	116.17
3	343	118.79
3	344	113.24
3	345	116.3
3	346	120.96
3	347	124.17
3	348	125.15
3	349	128.15
3	350	130.09
3	351	133.04
3	352	141.32
3	353	130.47
3	354	125.06
3	355	128.23
3	356	132.11
3	357	135.7
3	358	138.71
3	359	143.56
3	360	148.29
3	361	137.99
3	362	135.48
3	363	134.25
3	364	132.1
3	365	123.91
3	366	129.89
3	367	130.65
3	368	100.14
3	369	111.89
3	370	117.09
3	371	112.91
3	372	115.3
3	373	111.92
3	374	122.85
3	375	128.41
3	376	123.0
3	377	127.15
3	378	130.02
3	379	121.93
3	380	128.65
3	381	120.71
3	382	125.5
3	383	124.62
3	384	129.74
3	385	131.63
3	386	134.84
3	387	133.83
3	388	134.99
3	389	137.52
3	390	149.58
3	391	148.44
3	392	148.92
3	393	147.93
3	394	145.03
3	395	144.83
3	396	143.94
3	397	143.82
3	398	140.8
3	399	138.18
3	400	139.03
3	401	136.58
3	402	155.34
3	403	154.99
3	404	166.73
